,n_placement,n_step,placed_dev,reward,HPWL,congestion,action,legalized_action
167,41,3,XM2_x3_x1_x1,-4045.0,4045.0,0.0,"(869, 3086, 180)","(869.0, 3086.0, 180)"
168,42,0,XM3_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1907.0, 3086.0, 180)"
169,42,1,XM1_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1611.0, 3086.0, 180)"
170,42,2,XM4_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1265.0, 3086.0, 180)"
171,42,3,XM2_x3_x1_x1,-2661.0,2661.0,0.0,"(869, 3086, 180)","(869.0, 3086.0, 180)"
172,43,0,XM4_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1907.0, 3086.0, 180)"
173,43,1,XM2_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1511.0, 3086.0, 180)"
174,43,2,XM1_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1165.0, 3086.0, 180)"
175,43,3,XM3_x3_x1_x1,-2761.0,2761.0,0.0,"(869, 3086, 180)","(869.0, 3086.0, 180)"
176,44,0,XM3_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1907.0, 3086.0, 180)"
177,44,1,XM1_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1611.0, 3086.0, 180)"
178,44,2,XM2_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1265.0, 3086.0, 180)"
179,44,3,XM4_x3_x1_x1,-2661.0,2661.0,0.0,"(869, 3086, 180)","(869.0, 3086.0, 180)"
180,45,0,XM4_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1857.0, 3086.0, 180)"
181,45,1,XM3_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1511.0, 3086.0, 180)"
182,45,2,XM1_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1215.0, 3086.0, 180)"
183,45,3,XM2_x3_x1_x1,-3845.0,3845.0,0.0,"(869, 3086, 180)","(869.0, 3086.0, 180)"
184,46,0,XM2_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1907.0, 3086.0, 180)"
185,46,1,XM4_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1511.0, 3086.0, 180)"
186,46,2,XM1_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1165.0, 3086.0, 180)"
187,46,3,XM3_x3_x1_x1,-2761.0,2761.0,0.0,"(869, 3086, 180)","(869.0, 3086.0, 180)"
188,47,0,XM2_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1907.0, 3086.0, 180)"
189,47,1,XM1_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1561.0, 3086.0, 180)"
190,47,2,XM4_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1215.0, 3086.0, 180)"
191,47,3,XM3_x3_x1_x1,-4145.0,4145.0,0.0,"(869, 3086, 180)","(869.0, 3086.0, 180)"
192,48,0,XM3_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1957.0, 3086.0, 180)"
193,48,1,XM4_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1611.0, 3086.0, 180)"
194,48,2,XM2_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1215.0, 3086.0, 180)"
195,48,3,XM1_x3_x1_x1,-4345.0,4345.0,0.0,"(869, 3086, 180)","(869.0, 3086.0, 180)"
196,49,0,XM3_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1907.0, 3086.0, 180)"
197,49,1,XM4_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1561.0, 3086.0, 180)"
198,49,2,XM1_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1215.0, 3086.0, 180)"
199,49,3,XM2_x3_x1_x1,-4045.0,4045.0,0.0,"(869, 3086, 180)","(869.0, 3086.0, 180)"
200,50,0,XM4_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1857.0, 3086.0, 180)"
201,50,1,XM1_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1511.0, 3086.0, 180)"
202,50,2,XM3_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1215.0, 3086.0, 180)"
203,50,3,XM2_x3_x1_x1,-3845.0,3845.0,0.0,"(869, 3086, 180)","(869.0, 3086.0, 180)"
204,51,0,XM2_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1857.0, 3086.0, 180)"
205,51,1,XM3_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1511.0, 3086.0, 180)"
206,51,2,XM1_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1215.0, 3086.0, 180)"
207,51,3,XM4_x3_x1_x1,-3845.0,3845.0,0.0,"(869, 3086, 180)","(869.0, 3086.0, 180)"
208,52,0,XM1_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1907.0, 3086.0, 180)"
209,52,1,XM3_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1611.0, 3086.0, 180)"
210,52,2,XM2_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1265.0, 3086.0, 180)"
211,52,3,XM4_x3_x1_x1,-2661.0,2661.0,0.0,"(869, 3086, 180)","(869.0, 3086.0, 180)"
212,53,0,XM2_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1857.0, 3086.0, 180)"
213,53,1,XM3_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1511.0, 3086.0, 180)"
214,53,2,XM1_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1215.0, 3086.0, 180)"
215,53,3,XM4_x3_x1_x1,-3845.0,3845.0,0.0,"(869, 3086, 180)","(869.0, 3086.0, 180)"
216,54,0,XM4_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1907.0, 3086.0, 180)"
217,54,1,XM2_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1511.0, 3086.0, 180)"
218,54,2,XM3_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1165.0, 3086.0, 180)"
219,54,3,XM1_x3_x1_x1,-2761.0,2761.0,0.0,"(869, 3086, 180)","(869.0, 3086.0, 180)"
