,n_placement,n_step,placed_dev,reward,HPWL,congestion,action,legalized_action
152,30,2,x2_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 735.0, 180)"
153,30,3,x3_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 1943.5, 180)"
154,30,4,XC2_x1_x1,-19646.437333886788,18867.0,607522.5574565437,"(1122, 2753, 180)","(1122.0, 2753.0, 180)"
155,31,0,x2_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, -339.0, 180)"
156,31,1,x3_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 869.5, 180)"
157,31,2,XC2_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 1679.0, 180)"
158,31,3,XC1_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 2239.0, 180)"
159,31,4,x1_x1_x1,-22639.314660168395,21752.0,787327.3061497508,"(1122, 2753, 180)","(1122.0, 2753.0, 180)"
160,32,0,x1_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(2312.0, 1679.0, 180)"
161,32,1,XC2_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(2107.0, 2193.0, 180)"
162,32,2,x3_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 735.0, 180)"
163,32,3,x2_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 1943.5, 180)"
164,32,4,XC1_x1_x1,-19540.305037458576,18759.5,609656.5065206866,"(1122, 2753, 180)","(1122.0, 2753.0, 180)"
165,33,0,XC2_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(2107.0, 1679.0, 180)"
166,33,1,XC1_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(2107.0, 2239.0, 180)"
167,33,2,x3_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 661.0, 180)"
168,33,3,x2_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 1869.5, 180)"
169,33,4,x1_x1_x1,-19225.43232269943,18444.5,609855.2926367288,"(1122, 2753, 180)","(1122.0, 2753.0, 180)"
170,34,0,x2_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 147.0, 180)"
