,n_placement,n_step,placed_dev,reward,HPWL,congestion,action,legalized_action
223,74,1,x2_x1,0.0,0.0,0.0,"(5931, 1449, 270)","(5931.0, 3194.0, 270)"
224,74,2,x1_x1,-26194.722514156263,25300.5,799633.9048239467,"(5931, 1449, 270)","(5931.0, 1449.0, 270)"
225,75,0,x2_x1,0.0,0.0,0.0,"(5931, 1449, 270)","(7040.0, 3194.0, 270)"
226,75,1,x3_x1,0.0,0.0,0.0,"(5931, 1449, 270)","(5931.0, 2945.0, 270)"
227,75,2,x1_x1,-27175.50821780863,26152.5,1046545.8137039939,"(5931, 1449, 270)","(5931.0, 1449.0, 270)"
228,76,0,x3_x1,0.0,0.0,0.0,"(5931, 1449, 270)","(4822.0, 1449.0, 270)"
229,76,1,x1_x1,0.0,0.0,0.0,"(5931, 1449, 270)","(5931.0, -296.0, 270)"
230,76,2,x2_x1,-26251.460055947,25354.5,804537.3419644436,"(5931, 1449, 270)","(5931.0, 1449.0, 270)"
231,77,0,x2_x1,0.0,0.0,0.0,"(5931, 1449, 270)","(7040.0, 3194.0, 270)"
232,77,1,x3_x1,0.0,0.0,0.0,"(5931, 1449, 270)","(5931.0, 2945.0, 270)"
233,77,2,x1_x1,-27175.50821780863,26152.5,1046545.8137039939,"(5931, 1449, 270)","(5931.0, 1449.0, 270)"
234,78,0,x1_x1,0.0,0.0,0.0,"(5931, 1449, 270)","(5931.0, -296.0, 270)"
235,78,1,x2_x1,0.0,0.0,0.0,"(5931, 1449, 270)","(7040.0, 1449.0, 270)"
236,78,2,x3_x1,-27231.80902593269,26206.5,1051258.5986590413,"(5931, 1449, 270)","(5931.0, 1449.0, 270)"
237,79,0,x1_x1,0.0,0.0,0.0,"(5931, 1449, 270)","(5931.0, -296.0, 270)"
238,79,1,x3_x1,0.0,0.0,0.0,"(5931, 1449, 270)","(4822.0, 1449.0, 270)"
239,79,2,x2_x1,-26251.460055947,25354.5,804537.3419644436,"(5931, 1449, 270)","(5931.0, 1449.0, 270)"
240,80,0,x3_x1,0.0,0.0,0.0,"(5931, 1449, 270)","(4822.0, 1449.0, 270)"
241,80,1,x1_x1,0.0,0.0,0.0,"(5931, 1449, 270)","(5931.0, -296.0, 270)"
